,func_name,line,ncalls,ccalls,tottime,cumtime,func,callers
251,setName,71,15120,0,0.013912433,0.013912433,"<code object setName at 0x10b40e6b0, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/derivations.py"", line 71>",
293,__init__,60,15120,0,0.024565203,0.01065277,"<code object __init__ at 0x10b550690, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/derivations.py"", line 60>","[_lsprof.profiler_subentry(code=<code object setName at 0x10b40e6b0, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/derivations.py"", line 71>, callcount=15120, reccallcount=0, totaltime=0.013912433, inlinetime=0.013912433)]"
329,setDerivation,81,15119,0,0.0032936370000000003,0.0032936370000000003,"<code object setDerivation at 0x10b5a08f0, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/derivations.py"", line 81>",
301,__init__,69,15111,0,0.346991535,0.031227681000000004,"<code object __init__ at 0x10b5690b0, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/clauses.py"", line 69>","[_lsprof.profiler_subentry(code=<code object _clean_thread_parent_frames at 0x10a32a3d0, file ""/Users/jannisgehring/VSCode/coursework-pyres/.venv/lib/python3.13/site-packages/ipykernel/ipkernel.py"", line 775>, callcount=14, reccallcount=0, totaltime=0.00015716700000000002, inlinetime=8.458200000000001e-05), _lsprof.profiler_subentry(code=<code object __init__ at 0x10b550690, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/derivations.py"", line 60>, callcount=15111, reccallcount=0, totaltime=0.024494203000000003, inlinetime=0.010616103), _lsprof.profiler_subentry(code=<code object isPropFalse at 0x10b59dde0, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/literals.py"", line 223>, callcount=69268, reccallcount=0, totaltime=0.291112484, inlinetime=0.05630616200000001)]"
278,flatDerivation,221,14880,0,0.032551327000000005,0.026337161,"<code object flatDerivation at 0x10b512e80, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/derivations.py"", line 221>","[_lsprof.profiler_subentry(code=<code object _clean_thread_parent_frames at 0x10a32a3d0, file ""/Users/jannisgehring/VSCode/coursework-pyres/.venv/lib/python3.13/site-packages/ipykernel/ipkernel.py"", line 775>, callcount=24, reccallcount=0, totaltime=0.000264206, inlinetime=0.000142003), _lsprof.profiler_subentry(code=<code object __init__ at 0x10b5c03f0, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/derivations.py"", line 174>, callcount=44518, reccallcount=0, totaltime=0.005949960000000001, inlinetime=0.005949960000000001)]"
330,addEval,213,14873,0,0.002769732,0.002769732,"<code object addEval at 0x10b5a0b90, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/clauses.py"", line 213>",
365,evaluate,160,14873,0,0.24186084700000002,0.012248601000000001,"<code object evaluate at 0x10b5d8270, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/heuristics.py"", line 160>","[_lsprof.profiler_subentry(code=<code object __call__ at 0x10b5c1c50, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/heuristics.py"", line 72>, callcount=29746, reccallcount=0, totaltime=0.22961224600000002, inlinetime=0.009591186)]"
297,hEval,97,14873,0,0.0023160140000000004,0.0023160140000000004,"<code object hEval at 0x10b553330, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/heuristics.py"", line 97>",
260,addClause,163,14873,0,0.265160754,0.012472673,"<code object addClause at 0x10b4ba3a0, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/clausesets.py"", line 163>","[_lsprof.profiler_subentry(code=<code object evaluate at 0x10b5d8270, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/heuristics.py"", line 160>, callcount=14873, reccallcount=0, totaltime=0.24186084700000002, inlinetime=0.012248601000000001), _lsprof.profiler_subentry(code=<code object addEval at 0x10b5a0b90, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/clauses.py"", line 213>, callcount=14873, reccallcount=0, totaltime=0.002769732, inlinetime=0.002769732), _lsprof.profiler_subentry(code=<code object addClause at 0x10b552ef0, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/clausesets.py"", line 67>, callcount=14873, reccallcount=0, totaltime=0.008057502000000001, inlinetime=0.004884825000000001)]"
367,weight,154,14873,0,0.21243392900000002,0.01660887,"<code object weight at 0x10b5d84b0, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/clauses.py"", line 154>","[_lsprof.profiler_subentry(code=<code object weight at 0x10b594f30, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/literals.py"", line 298>, callcount=59716, reccallcount=0, totaltime=0.19582505900000002, inlinetime=0.016701056000000002)]"
271,hEval,117,14873,0,0.217705046,0.0052711170000000005,"<code object hEval at 0x10b4df510, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/heuristics.py"", line 117>","[_lsprof.profiler_subentry(code=<code object weight at 0x10b5d84b0, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/clauses.py"", line 154>, callcount=14873, reccallcount=0, totaltime=0.21243392900000002, inlinetime=0.01660887)]"
261,removeDupLits,221,14842,0,0.738390922,0.03686666,"<code object removeDupLits at 0x10b4ba8e0, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/clauses.py"", line 221>","[_lsprof.profiler_subentry(code=<code object litInLitList at 0x10b553770, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/literals.py"", line 376>, callcount=68772, reccallcount=0, totaltime=0.690735875, inlinetime=0.042985434), _lsprof.profiler_subentry(code=<code object _clean_thread_parent_frames at 0x10a32a3d0, file ""/Users/jannisgehring/VSCode/coursework-pyres/.venv/lib/python3.13/site-packages/ipykernel/ipkernel.py"", line 775>, callcount=2, reccallcount=0, totaltime=2.1834e-05, inlinetime=1.2250000000000001e-05), _lsprof.profiler_subentry(code=<code object _run_once at 0x11a018c00, file ""/opt/homebrew/Cellar/python@3.13/3.13.0_1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/asyncio/base_events.py"", line 1947>, callcount=0, reccallcount=0, totaltime=0.0, inlinetime=0.0), _lsprof.profiler_subentry(code=""<method 'append' of 'list' objects>"", callcount=59602, reccallcount=0, totaltime=0.010707262, inlinetime=0.010707262)]"
296,value,101,14736,0,0.003290681,0.003290681,"<code object value at 0x10b553220, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/substitutions.py"", line 101>",
